date,title_pos,title_neg,r1,y_test,predictions,daily returns,model returns
2022-02-14,0.0,0.0,42567.86666666667,1.0,1.0,0.01146820514552127,0.01146820514552127
2022-02-15,0.0,0.0,42803.116213333335,-1.0,1.0,0.04722876701443535,0.04722876701443535
2022-02-16,0.0,0.0,44795.67267333333,-1.0,1.0,-0.015070201141052064,-0.015070201141052064
2022-02-17,0.0,0.0,44384.991206666666,-1.0,1.0,-0.07653493356819008,-0.07653493356819008
2022-02-18,0.0,0.0,43147.493,1.0,1.0,-0.013359265667383102,-0.013359265667383102
2022-02-19,0.0,0.0,40704.88082666667,-1.0,1.0,0.0026199241315199018,0.0026199241315199018
2022-02-20,0.0,0.0,40361.79411333333,-1.0,1.0,-0.042223429277602254,-0.042223429277602254
2022-02-21,0.136,0.0,39649.36141333334,1.0,1.0,-0.035916689265527824,-0.035916689265527824
2022-02-22,0.0,0.0,38796.74503333333,-1.0,1.0,0.03302433841617636,0.03302433841617636
2022-02-23,0.0,0.0,38463.954666666665,1.0,1.0,-0.025642467642837508,-0.025642467642837508
2022-02-24,0.0,0.0,38690.996146666665,1.0,1.0,0.02891811304211722,0.02891811304211722
2022-02-25,0.0,0.0,39606.411706666666,-1.0,1.0,0.02327223922638777,0.02327223922638777
2022-02-26,0.0,0.0,39609.97578666666,-1.0,1.0,-0.0026122429413982795,-0.0026122429413982795
2022-02-27,0.0,0.0,40024.26980666667,1.0,1.0,-0.03624153558887355,-0.03624153558887355
2022-02-28,0.0,0.0,39275.80073333333,1.0,1.0,0.14485582800848928,0.14485582800848928
2022-03-01,0.0,0.0,44200.30927333333,-1.0,1.0,0.029221501390175986,0.029221501390175986
2022-03-02,0.0,0.0,44877.16564,-1.0,1.0,-0.011891169081429398,-0.011891169081429398
2022-03-03,0.0,0.0,44998.20095333334,-1.0,1.0,-0.032783830124999525,-0.032783830124999525
2022-03-04,0.0,0.0,43662.49688,1.0,1.0,-0.07785697460781071,-0.07785697460781071
2022-03-05,0.0,0.0,41594.6486,-1.0,1.0,0.006368034052761873,0.006368034052761873
2022-03-06,0.0,0.0,39600.154966666654,-1.0,1.0,-0.024802045588147248,-0.024802045588147248
2022-03-07,0.0,0.0,39347.641266666666,1.0,1.0,-0.011264988947395915,-0.011264988947395915
2022-03-08,0.0,0.0,39144.15174,1.0,1.0,0.019549068126776703,0.019549068126776703
2022-03-09,0.0,0.0,39224.32559333334,-1.0,1.0,0.08290802395933139,0.08290802395933139
