date,title_pos,title_neg,14 period RSI,y_test,predictions,daily returns,model returns
2022-02-13,0.0,0.0,53.559314973926675,1.0,1.0,-0.0038895851448687013,-0.0038895851448687013
2022-02-14,0.0,0.0,55.639477175676916,1.0,1.0,0.01146820514552127,0.01146820514552127
2022-02-15,0.0,0.0,63.0615516150122,-1.0,1.0,0.04722876701443535,0.04722876701443535
2022-02-16,0.0,0.0,59.48025603160354,-1.0,1.0,-0.015070201141052064,-0.015070201141052064
2022-02-17,0.0,0.0,45.546673364380005,-1.0,1.0,-0.07653493356819008,-0.07653493356819008
2022-02-18,0.0,0.0,43.76690360468416,1.0,1.0,-0.013359265667383102,-0.013359265667383102
2022-02-19,0.0,0.0,44.22108265204446,-1.0,1.0,0.0026199241315199018,0.0026199241315199018
2022-02-20,0.0,0.0,38.771827201921255,-1.0,1.0,-0.042223429277602254,-0.042223429277602254
2022-02-21,0.136,0.0,34.988885941124835,1.0,1.0,-0.035916689265527824,-0.035916689265527824
2022-02-22,0.0,0.0,40.52826418315667,-1.0,1.0,0.03302433841617636,0.03302433841617636
2022-02-23,0.0,0.0,37.74977501918719,1.0,1.0,-0.025642467642837508,-0.025642467642837508
2022-02-24,0.0,0.0,42.420972166988385,1.0,1.0,0.02891811304211722,0.02891811304211722
2022-02-25,0.0,0.0,46.03220634840942,-1.0,1.0,0.02327223922638777,0.02327223922638777
2022-02-26,0.0,0.0,45.67784349995039,-1.0,1.0,-0.0026122429413982795,-0.0026122429413982795
2022-02-27,0.0,0.0,40.97707280329194,1.0,1.0,-0.03624153558887355,-0.03624153558887355
2022-02-28,0.0,0.0,58.63611280966319,1.0,1.0,0.14485582800848928,0.14485582800848928
2022-03-01,0.0,0.0,61.50094047845996,-1.0,1.0,0.029221501390175986,0.029221501390175986
2022-03-02,0.0,0.0,59.63793007085305,-1.0,1.0,-0.011891169081429398,-0.011891169081429398
2022-03-03,0.0,0.0,54.77044741229745,-1.0,1.0,-0.032783830124999525,-0.032783830124999525
2022-03-04,0.0,0.0,45.57003529466627,1.0,1.0,-0.07785697460781071,-0.07785697460781071
2022-03-05,0.0,0.0,46.30269832497932,-1.0,1.0,0.006368034052761873,0.006368034052761873
2022-03-06,0.0,0.0,43.81329219659796,-1.0,1.0,-0.024802045588147248,-0.024802045588147248
2022-03-07,0.0,0.0,42.717775954188895,1.0,1.0,-0.011264988947395915,-0.011264988947395915
2022-03-08,0.0,0.0,45.247520178554254,1.0,1.0,0.019549068126776703,0.019549068126776703
2022-03-09,0.0,0.0,54.5865998471894,-1.0,1.0,0.08290802395933139,0.08290802395933139
