date,volume,consecutive,4 period SMA,y_test,predictions,daily returns,model returns
2022-02-11,44975.1687,-2.0,43571.22,-1.0,-1.0,-0.025789140194926174,0.025789140194926174
2022-02-12,26556.85681,-3.0,43114.94,-1.0,-1.0,-0.003678222332563097,0.003678222332563097
2022-02-13,17732.08113,-4.0,42535.175,1.0,-1.0,-0.0038895851448687013,0.0038895851448687013
2022-02-14,34010.1306,1.0,42295.3,1.0,-1.0,0.01146820514552127,-0.01146820514552127
2022-02-15,38095.19576,2.0,42838.082500000004,-1.0,-1.0,0.04722876701443535,-0.04722876701443535
2022-02-16,28471.8727,-1.0,43252.005000000005,-1.0,-1.0,-0.015070201141052064,0.015070201141052064
2022-02-17,47245.99494,-2.0,42867.515,-1.0,-1.0,-0.07653493356819008,0.07653493356819008
2022-02-18,43845.92241,-3.0,42227.14,1.0,-1.0,-0.013359265667383102,0.013359265667383102
2022-02-19,18042.0551,1.0,41110.7175,-1.0,-1.0,0.0026199241315199018,-0.0026199241315199018
2022-02-20,33439.29011,-1.0,39739.049999999996,-1.0,-1.0,-0.042223429277602254,0.042223429277602254
2022-02-21,62347.68496,-2.0,38862.165,1.0,-1.0,-0.035916689265527824,0.035916689265527824
2022-02-22,53785.94589,1.0,38426.137500000004,-1.0,-1.0,0.03302433841617636,-0.03302433841617636
2022-02-23,43560.732,-1.0,37718.8475,1.0,-1.0,-0.025642467642837508,0.025642467642837508
2022-02-24,120476.29458,1.0,37703.927500000005,1.0,-1.0,0.02891811304211722,-0.02891811304211722
2022-02-25,56574.57125,2.0,38256.68,-1.0,-1.0,0.02327223922638777,-0.02327223922638777
2022-02-26,29361.2568,-1.0,38478.2775,-1.0,-1.0,-0.0026122429413982795,0.0026122429413982795
2022-02-27,46229.44719,-2.0,38590.542499999996,1.0,-1.0,-0.03624153558887355,0.03624153558887355
2022-02-28,73945.63858,1.0,39798.740000000005,1.0,-1.0,0.14485582800848928,-0.14485582800848928
2022-03-01,61743.09873,2.0,41099.2475,-1.0,-1.0,0.029221501390175986,-0.029221501390175986
2022-03-02,57782.65081,-1.0,42293.3125,-1.0,-1.0,-0.011891169081429398,0.011891169081429398
2022-03-03,50940.61021,-2.0,43482.045,-1.0,-1.0,-0.032783830124999525,0.032783830124999525
2022-03-04,61964.68498,-3.0,42479.21,1.0,-1.0,-0.07785697460781071,0.07785697460781071
2022-03-05,30363.13341,1.0,41223.4,-1.0,-1.0,0.006368034052761873,-0.006368034052761873
2022-03-06,39677.26158,-1.0,39855.3575,-1.0,-1.0,-0.024802045588147248,0.024802045588147248
2022-03-07,63941.20316,-2.0,38738.8575,1.0,-1.0,-0.011264988947395915,0.011264988947395915
2022-03-08,55528.43367,1.0,38634.35,1.0,-1.0,0.019549068126776703,-0.019549068126776703
2022-03-09,67392.58799,2.0,39270.2875,-1.0,-1.0,0.08290802395933139,-0.08290802395933139
2022-03-10,71950.25677,-1.0,39520.585,-1.0,-1.0,-0.0600764727999884,0.0600764727999884
2022-03-11,59018.7642,-2.0,39705.9775,1.0,-1.0,-0.01756455786109279,0.01756455786109279
2022-03-12,24034.36432,1.0,39725.159999999996,-1.0,-1.0,0.0020085428265792515,-0.0020085428265792515
2022-03-13,32791.82359,-1.0,38684.0675,1.0,-1.0,-0.026541872469552308,0.026541872469552308
2022-03-14,46945.45375,1.0,38746.41,-1.0,-1.0,0.05013666923081428,-0.05013666923081428
